location,village,year,class,sex,individual_count,ShW,Sh,village_pop,ShW_2016,Sh_2016,site_area_m2,percent_mud,percent_nonemergent,percent_emergent,area_nonemergent_veg,area_mud,stem_count,veg_mass_mean,veg_mass_total,prevalence_Bulinus,Bulinus_density,infected_Bulinus_density,Bulinus_abundance,infected_Bulinus_abundance
lake,Syer,2017,4,F,5,166.25,1,866,187.5,1,6402.690115,49.94329625,31.00098417,18.89833951,595469.0847,959314.3476,2.78473558,435.2533743,2786792.477,0.133968633,9.020960008,0.387113551,57758.41147,2478.568109
lake,Syer,2017,4,M,15,85.5,1,866,92.63333333,0.933333333,6402.690115,49.94329625,31.00098417,18.89833951,595469.0847,959314.3476,2.78473558,435.2533743,2786792.477,0.133968633,9.020960008,0.387113551,57758.41147,2478.568109
lake,Syer,2018,1,F,18,191.8055556,1,866,160.3888889,1,6427.436737,52.40273359,30.67360606,16.26314841,593888.0704,1010203.36,1.49629759,388.7341081,2528156.31,0,11.04470668,0,69836.04251,0
lake,Syer,2018,1,M,15,103,1,866,46,1,6427.436737,52.40273359,30.67360606,16.26314841,593888.0704,1010203.36,1.49629759,388.7341081,2528156.31,0,11.04470668,0,69836.04251,0
lake,Syer,2018,2,F,9,66.16666667,1,866,61.38888889,0.888888889,6427.436737,52.40273359,30.67360606,16.26314841,593888.0704,1010203.36,1.49629759,388.7341081,2528156.31,0,11.04470668,0,69836.04251,0
lake,Syer,2018,2,M,16,57.0625,1,866,54.5,1,6427.436737,52.40273359,30.67360606,16.26314841,593888.0704,1010203.36,1.49629759,388.7341081,2528156.31,0,11.04470668,0,69836.04251,0
lake,Syer,2018,3,F,22,49.09090909,1,866,90.34090909,0.954545455,6427.436737,52.40273359,30.67360606,16.26314841,593888.0704,1010203.36,1.49629759,388.7341081,2528156.31,0,11.04470668,0,69836.04251,0
lake,Syer,2018,3,M,11,39.13636364,1,866,67.27272727,0.909090909,6427.436737,52.40273359,30.67360606,16.26314841,593888.0704,1010203.36,1.49629759,388.7341081,2528156.31,0,11.04470668,0,69836.04251,0
lake,Syer,2018,4,F,2,72.25,1,866,190.25,1,6427.436737,52.40273359,30.67360606,16.26314841,593888.0704,1010203.36,1.49629759,388.7341081,2528156.31,0,11.04470668,0,69836.04251,0
lake,Syer,2018,4,M,11,30.63636364,0.818181818,866,94.36363636,0.909090909,6427.436737,52.40273359,30.67360606,16.26314841,593888.0704,1010203.36,1.49629759,388.7341081,2528156.31,0,11.04470668,0,69836.04251,0
